Units,Discounts,Fixed Costs,Variable Costs,Revenue,month,qtr,Year,region,country,State,ProductType,Product,Source,YearMonth
15,10.51,190.44,787.34,8613.1,December,Qtr 4,2017,AMERICAS,United States,Kentucky,Oils and Butters,Oil,Mexico,2017-12
12,28.26,56.78,218.58,7164.3,May,Qtr 2,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Mexico,2017-05
9,79.8,174.34,957.31,10003.6,February,Qtr 1,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Peru,2017-02
12,4.96,31.82,22.14,1922.3,July,Qtr 3,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Dominican Republic,2017-07
12,6.01,21.45,87.94,1068.9,July,Qtr 3,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Peru,2017-07
13,58.79,155.8,1460.39,15657.4,July,Qtr 3,2017,AMERICAS,United States,Mississippi,Cosmetics,Hair,Dominican Republic,2017-07
13,52.48,68.12,262.29,8597.7,December,Qtr 4,2017,AMERICAS,United States,Hawaii,Cosmetics,Skin,Peru,2017-12
10,15.3,1288.99,101.18,8135.4,October,Qtr 4,2017,AMERICAS,United States,California,Avocados,Avocado,Mexico,2017-10
18,45.06,190.12,1218.23,11996.8,January,Qtr 1,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Dominican Republic,2017-01
10,77.83,4344.28,362.17,27626.4,July,Qtr 3,2017,AMERICAS,United States,Rhode Island,Oils and Butters,Oil,Dominican Republic,2017-07
4,0,5.44,34.98,343.1,January,Qtr 1,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-01
4,0,169.57,156.1,8085.5,November,Qtr 4,2017,AMERICAS,United States,Montana,Avocados,Avocado,Peru,2017-11
5,45.49,423.93,937.59,8085.5,November,Qtr 4,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-11
9,19.11,229.45,186.5,8690.2,March,Qtr 1,2017,AMERICAS,United States,Oklahoma,Avocados,Avocado,Dominican Republic,2017-03
13,19.29,1213.95,102.97,8062.9,November,Qtr 4,2017,AMERICAS,United States,Oregon,Oils and Butters,Oil,Mexico,2017-11
10,19.9,70.74,202.74,7050.4,May,Qtr 2,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Mexico,2017-05
13,22.57,136.03,107.14,8585.2,December,Qtr 4,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Dominican Republic,2017-12
12,41.86,135.97,871.43,8579.5,September,Qtr 3,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Mexico,2017-09
12,40.18,67.93,326.41,8572.3,September,Qtr 3,2017,AMERICAS,United States,Nevada,Avocados,Avocado,Peru,2017-09
10,19.9,1343.97,85.17,7050.4,April,Qtr 2,2017,AMERICAS,United States,Idaho,Oils and Butters,Oil,Peru,2017-04
13,31.37,135.63,710.29,8560.3,December,Qtr 4,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Dominican Republic,2017-12
19,3.43,24.78,161.86,1660.3,March,Qtr 1,2017,AMERICAS,United States,Utah,Avocados,Avocado,Dominican Republic,2017-03
12,10.42,135.42,94.24,8544.1,September,Qtr 3,2017,AMERICAS,United States,Maine,Avocados,Avocado,Peru,2017-09
12,17.68,179.9,687.81,8965.2,August,Qtr 3,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Dominican Republic,2017-08
24,12.89,34.68,195.99,6101.2,June,Qtr 2,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Peru,2017-06
12,44.82,170.86,162.93,8514.5,September,Qtr 3,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Mexico,2017-09
8,24.79,1216.75,99.45,7996.7,November,Qtr 4,2017,AMERICAS,United States,Oregon,Oils and Butters,Butter,Peru,2017-11
24,22.51,72.31,746.03,7993.8,November,Qtr 4,2017,AMERICAS,United States,New York,Oils and Butters,Oil,Peru,2017-11
4,0.76,5.66,13.73,362.5,February,Qtr 1,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Dominican Republic,2017-02
10,0,80.1,255.5,7984,October,Qtr 4,2017,AMERICAS,United States,New York,Oils and Butters,Butter,Peru,2017-10
12,29.73,2591.39,174.54,14075.2,February,Qtr 1,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Mexico,2017-02
9,0.75,5.26,21.29,263,February,Qtr 1,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-02
9,47.88,163.12,755.93,8509,September,Qtr 3,2017,AMERICAS,United States,Nevada,Oils and Butters,Oil,Dominican Republic,2017-09
8,20,134.72,754.94,8502,December,Qtr 4,2017,AMERICAS,United States,Illinois,Oils and Butters,Oil,Peru,2017-12
13,0,65.4,245.47,7902.5,November,Qtr 4,2017,AMERICAS,United States,Kansas,Avocados,Avocado,Dominican Republic,2017-11
22,63.04,75.55,89.35,7897.9,November,Qtr 4,2017,AMERICAS,United States,New Jersey,Cosmetics,Hair,Dominican Republic,2017-11
18,0,37.24,211.88,3277.5,June,Qtr 2,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Mexico,2017-06
9,24.79,97.93,83.87,7027.8,April,Qtr 2,2017,AMERICAS,United States,New Jersey,Oils and Butters,Butter,Peru,2017-04
13,15.53,170.12,696.15,8477.8,December,Qtr 4,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Peru,2017-12
9,14.2,21.66,92.7,2696.1,January,Qtr 1,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Peru,2017-01
10,0,80.29,523.88,8391.7,September,Qtr 3,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Peru,2017-09
10,31.47,1669.77,102.1,8380.7,September,Qtr 3,2017,AMERICAS,United States,South Dakota,Cosmetics,Hair,Dominican Republic,2017-09
24,0,257.34,837.45,24540.8,August,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-08
11,0,194,1188.8,13657.4,June,Qtr 2,2017,AMERICAS,United States,Nebraska,Cosmetics,Skin,Mexico,2017-06
13,40.15,1238.57,108.13,8228.5,December,Qtr 4,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Dominican Republic,2017-12
12,0,16.24,58.32,809.7,March,Qtr 1,2017,AMERICAS,United States,Indiana,Oils and Butters,Oil,Peru,2017-03
12,39.26,159.04,691.31,8206.5,September,Qtr 3,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Dominican Republic,2017-09
9,1.87,6.22,26.22,782.9,January,Qtr 1,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Peru,2017-01
13,3.76,16.11,11.11,804,January,Qtr 1,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Peru,2017-01
6,0,5.13,28.18,323.4,July,Qtr 3,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Dominican Republic,2017-07
8,14.72,125.58,578.21,7841.4,November,Qtr 4,2017,AMERICAS,United States,Vermont,Cosmetics,Skin,Peru,2017-11
9,28.22,87.32,311.5,10019.7,February,Qtr 1,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Mexico,2017-02
11,0,146.99,451.61,7008.8,April,Qtr 2,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Mexico,2017-04
9,41.16,427.9,1997.94,22478.8,January,Qtr 1,2017,AMERICAS,United States,Louisiana,Oils and Butters,Oil,Dominican Republic,2017-01
9,40.38,161.47,130.95,8422.5,March,Qtr 1,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Dominican Republic,2017-03
6,1.79,7.58,33.99,956.7,June,Qtr 2,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Dominican Republic,2017-06
4,23,1557.06,94.25,8166.7,December,Qtr 4,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Peru,2017-12
8,26.81,129.2,764.55,8152.2,December,Qtr 4,2017,AMERICAS,United States,Maine,Cosmetics,Skin,Dominican Republic,2017-12
24,21.07,56.48,474.21,5280.2,August,Qtr 3,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Peru,2017-08
13,9.14,195.15,698.92,9725,January,Qtr 1,2017,AMERICAS,United States,New York,Oils and Butters,Oil,Dominican Republic,2017-01
12,3.66,13.18,41.65,1313.1,June,Qtr 2,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Dominican Republic,2017-06
10,15.3,155.97,843.23,8135.4,September,Qtr 3,2017,AMERICAS,United States,Hawaii,Cosmetics,Hair,Mexico,2017-09
8,51.45,97.49,759.5,9118.4,August,Qtr 3,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Peru,2017-08
18,22.63,137.04,233.07,12062.1,June,Qtr 2,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Dominican Republic,2017-06
7,21.88,162.61,150.21,7753.6,October,Qtr 4,2017,AMERICAS,United States,Texas,Avocados,Avocado,Dominican Republic,2017-10
7,21.88,81.31,280.79,7753.6,October,Qtr 4,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Mexico,2017-10
9,35.93,214.22,1166.97,11253.6,January,Qtr 1,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Mexico,2017-01
8,0,1612.29,99.16,8092.2,September,Qtr 3,2017,AMERICAS,United States,New York,Avocados,Avocado,Mexico,2017-09
11,8.26,31.26,205,2200.7,June,Qtr 2,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Dominican Republic,2017-06
11,14.36,229.04,905.19,10921.5,July,Qtr 3,2017,AMERICAS,United States,Montana,Avocados,Avocado,Peru,2017-07
13,17.03,127.78,98.12,8062.9,December,Qtr 4,2017,AMERICAS,United States,Florida,Oils and Butters,Oil,Dominican Republic,2017-12
8,24.45,46.77,149.04,4660.3,January,Qtr 1,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Peru,2017-01
9,16.78,61.7,229.13,7005.2,April,Qtr 2,2017,AMERICAS,United States,Minnesota,Oils and Butters,Oil,Peru,2017-04
9,28.32,146.94,115.07,9273.7,January,Qtr 1,2017,AMERICAS,United States,Arkansas,Oils and Butters,Oil,Dominican Republic,2017-01
10,19.72,276.7,851.01,6983.8,April,Qtr 2,2017,AMERICAS,United States,Florida,Avocados,Avocado,Dominican Republic,2017-04
10,19.72,1051.46,89.38,6983.8,April,Qtr 2,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Dominican Republic,2017-04
13,0,223.3,1132.05,11522.1,January,Qtr 1,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-01
10,19.72,110.68,473.12,6983.8,April,Qtr 2,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Peru,2017-04
12,19.43,51.97,268.6,6906.6,April,Qtr 2,2017,AMERICAS,United States,Montana,Avocados,Avocado,Peru,2017-04
12,22.81,128.39,164.17,8101.2,July,Qtr 3,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Dominican Republic,2017-07
6,12.96,95.9,453.2,6880.3,April,Qtr 2,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Peru,2017-04
10,12.96,66.66,4056.23,6878.8,May,Qtr 2,2017,AMERICAS,United States,Missouri,Oils and Butters,Butter,Dominican Republic,2017-05
11,21.88,162.61,112.91,7753.6,October,Qtr 4,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Peru,2017-10
10,0,535.22,2515.02,32334.3,August,Qtr 3,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Mexico,2017-08
9,41.72,2045.06,137.49,11107.8,February,Qtr 1,2017,AMERICAS,United States,Florida,Avocados,Avocado,Dominican Republic,2017-02
13,14.55,122.83,726.67,7750.4,November,Qtr 4,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Dominican Republic,2017-11
11,0,84.51,292.57,8058.4,September,Qtr 3,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Dominican Republic,2017-09
10,0,19.09,90.72,950.7,July,Qtr 3,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Mexico,2017-07
6,61.45,161.37,89.34,7694.1,November,Qtr 4,2017,AMERICAS,United States,Washington,Avocados,Avocado,Dominican Republic,2017-11
5,0.56,3,16.51,189.7,June,Qtr 2,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Peru,2017-06
12,167.33,907.73,5686.98,54839,July,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Dominican Republic,2017-07
10,0,198.42,1271.67,12519.2,June,Qtr 2,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Dominican Republic,2017-06
12,11.34,155.97,790.77,8048.2,September,Qtr 3,2017,AMERICAS,United States,Kansas,Avocados,Avocado,Peru,2017-09
12,33.24,177.52,726.69,8846.8,July,Qtr 3,2017,AMERICAS,United States,New York,Avocados,Avocado,Dominican Republic,2017-07
4,0,33.37,77.13,2136,March,Qtr 1,2017,AMERICAS,United States,Arizona,Cosmetics,Hair,Mexico,2017-03
9,41.12,69.97,283.72,7298.2,March,Qtr 1,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Dominican Republic,2017-03
4,0.86,5.66,11.62,362.5,February,Qtr 1,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Mexico,2017-02
18,14.36,36.62,215.23,7653.8,October,Qtr 4,2017,AMERICAS,United States,Pennsylvania,Oils and Butters,Oil,Dominican Republic,2017-10
10,0,115.23,110.74,7270.8,June,Qtr 2,2017,AMERICAS,United States,Montana,Cosmetics,Skin,Peru,2017-06
13,31.92,401.99,922.03,8013.6,December,Qtr 4,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-12
12,15.18,153.87,559.35,16165.9,February,Qtr 1,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Dominican Republic,2017-02
9,81.96,909.29,632.98,29097.9,March,Qtr 1,2017,AMERICAS,United States,Montana,Avocados,Avocado,Peru,2017-03
12,0.69,2.14,9.06,259.5,July,Qtr 3,2017,AMERICAS,United States,Montana,Avocados,Avocado,Mexico,2017-07
10,12.96,60.6,202.81,6878.8,April,Qtr 2,2017,AMERICAS,United States,New York,Avocados,Avocado,Peru,2017-04
8,69.01,393.13,2862.28,36765,August,Qtr 3,2017,AMERICAS,United States,Montana,Cosmetics,Skin,Peru,2017-08
19,17.27,54.82,291.34,3671.1,February,Qtr 1,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Dominican Republic,2017-02
10,0,160.21,765.58,7984,September,Qtr 3,2017,AMERICAS,United States,Massachusetts,Oils and Butters,Oil,Mexico,2017-09
12,11.98,58.43,238.83,2911.2,February,Qtr 1,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Peru,2017-02
10,12.96,1333.13,80.92,6878.8,May,Qtr 2,2017,AMERICAS,United States,Minnesota,Oils and Butters,Butter,Peru,2017-05
10,0,76.23,218.47,7597.7,October,Qtr 4,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Dominican Republic,2017-10
8,29.76,63.56,274.96,7937.1,December,Qtr 4,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Dominican Republic,2017-12
6,89.59,649.23,2684.12,29362.8,July,Qtr 3,2017,AMERICAS,United States,Texas,Oils and Butters,Oil,Peru,2017-07
6,74.17,150.68,654.84,7902.6,December,Qtr 4,2017,AMERICAS,United States,New York,Oils and Butters,Oil,Peru,2017-12
7,0,191.09,704.91,9111.4,June,Qtr 2,2017,AMERICAS,United States,Montana,Oils and Butters,Butter,Dominican Republic,2017-06
18,71.03,338.29,2011.84,19410,February,Qtr 1,2017,AMERICAS,United States,Michigan,Oils and Butters,Oil,Mexico,2017-02
9,28.19,95.13,540,6826.6,April,Qtr 2,2017,AMERICAS,United States,South Carolina,Oils and Butters,Oil,Dominican Republic,2017-04
6,25.63,903.46,85.34,6823.7,April,Qtr 2,2017,AMERICAS,United States,Florida,Avocados,Avocado,Dominican Republic,2017-04
9,40.09,75.96,379.62,10173.3,March,Qtr 1,2017,AMERICAS,United States,Montana,Avocados,Avocado,Mexico,2017-03
13,0,125.25,724.33,7566.2,November,Qtr 4,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Peru,2017-11
9,20.74,76.43,233.04,7888.2,September,Qtr 3,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Dominican Republic,2017-09
9,1.13,11.08,7.04,581.7,March,Qtr 1,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Peru,2017-03
13,33.24,78.87,265.68,7860,December,Qtr 4,2017,AMERICAS,United States,Washington,Oils and Butters,Oil,Peru,2017-12
6,0,94.69,575.32,6793.9,April,Qtr 2,2017,AMERICAS,United States,Nevada,Avocados,Avocado,Peru,2017-04
12,155.38,731.89,453.61,33101.6,August,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Mexico,2017-08
6,21.85,47.32,206.34,5972.3,June,Qtr 2,2017,AMERICAS,United States,Utah,Avocados,Avocado,Dominican Republic,2017-06
10,25.35,94.14,444.37,6754.1,April,Qtr 2,2017,AMERICAS,United States,New York,Oils and Butters,Oil,Mexico,2017-04
20,0,288.4,15.75,1304.4,June,Qtr 2,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Mexico,2017-06
10,25.35,47.06,235.42,6754.1,May,Qtr 2,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Dominican Republic,2017-05
8,12.06,119.85,522.8,7564.5,November,Qtr 4,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Dominican Republic,2017-11
10,9.79,111.54,937.08,10431.4,August,Qtr 3,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Mexico,2017-08
10,0,1192.71,91.33,7525.9,October,Qtr 4,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Dominican Republic,2017-10
11,7.98,47.1,145.84,2129.8,July,Qtr 3,2017,AMERICAS,United States,Nevada,Oils and Butters,Oil,Dominican Republic,2017-07
22,11.05,75.1,629.47,7849,December,Qtr 4,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Peru,2017-12
10,25.35,47.06,222.18,6754.1,May,Qtr 2,2017,AMERICAS,United States,Louisiana,Oils and Butters,Oil,Dominican Republic,2017-05
5,0,9.8,30.12,247.1,June,Qtr 2,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Dominican Republic,2017-06
12,36.8,150.12,811.48,7830.4,September,Qtr 3,2017,AMERICAS,United States,Kansas,Avocados,Avocado,Peru,2017-09
10,11.55,65.2,83.55,4113.7,June,Qtr 2,2017,AMERICAS,United States,Connecticut,Avocados,Avocado,Dominican Republic,2017-06
22,10.57,71.81,601.04,7504.8,November,Qtr 4,2017,AMERICAS,United States,California,Avocados,Avocado,Peru,2017-11
6,16.36,140.6,597.9,6704,May,Qtr 2,2017,AMERICAS,United States,Ohio,Oils and Butters,Oil,Dominican Republic,2017-05
13,49.8,156.62,641.53,7805,December,Qtr 4,2017,AMERICAS,United States,New York,Oils and Butters,Oil,Peru,2017-12
22,13.74,179.51,842.67,7504.8,November,Qtr 4,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Dominican Republic,2017-11
12,3.15,84.21,193.48,1678.6,August,Qtr 3,2017,AMERICAS,United States,West Virginia,Oils and Butters,Butter,Mexico,2017-08
6,11.17,104.09,93.26,5972.3,August,Qtr 3,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Dominican Republic,2017-08
12,28.63,96.75,475.18,12212.6,July,Qtr 3,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Peru,2017-07
13,1.19,4.51,29.59,906.2,July,Qtr 3,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Dominican Republic,2017-07
9,1.34,7.37,30.55,366.9,March,Qtr 1,2017,AMERICAS,United States,Washington,Oils and Butters,Butter,Dominican Republic,2017-03
6,35.11,71.53,83.25,7477.3,October,Qtr 4,2017,AMERICAS,United States,Florida,Oils and Butters,Oil,Mexico,2017-10
7,14.59,37.17,241.63,7769.5,December,Qtr 4,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Dominican Republic,2017-12
12,0,275.34,152.11,14207.5,February,Qtr 1,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Peru,2017-02
12,12.29,147.59,96.23,7697.6,September,Qtr 3,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-09
22,0,43.24,2145.5,3911.9,August,Qtr 3,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Peru,2017-08
4,3.66,7.89,37.89,995,February,Qtr 1,2017,AMERICAS,United States,Nevada,Cosmetics,Hair,Dominican Republic,2017-02
12,18.32,177.94,785.02,8868.1,February,Qtr 1,2017,AMERICAS,United States,Washington,Avocados,Avocado,Peru,2017-02
10,0,52.82,238.99,6664.9,May,Qtr 2,2017,AMERICAS,United States,California,Avocados,Avocado,Dominican Republic,2017-05
9,18.32,177.97,728.55,8869.9,January,Qtr 1,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Dominican Republic,2017-01
9,54.08,365.51,1707.19,7606.4,January,Qtr 1,2017,AMERICAS,United States,Oklahoma,Avocados,Avocado,Peru,2017-01
10,0,262.85,825.37,6635.9,April,Qtr 2,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Dominican Republic,2017-04
10,0,105.14,687.48,6635.9,April,Qtr 2,2017,AMERICAS,United States,Pennsylvania,Oils and Butters,Oil,Mexico,2017-04
10,0,149.16,657.27,7433.5,October,Qtr 4,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Mexico,2017-10
10,0,105.14,137.89,6635.9,May,Qtr 2,2017,AMERICAS,United States,New Jersey,Oils and Butters,Oil,Mexico,2017-05
10,0,149.16,610.98,7433.5,October,Qtr 4,2017,AMERICAS,United States,Georgia,Oils and Butters,Oil,Mexico,2017-10
13,61.45,121.95,585.79,7694.9,December,Qtr 4,2017,AMERICAS,United States,Maryland,Oils and Butters,Oil,Mexico,2017-12
10,43.94,674.25,1939.59,15585.1,June,Qtr 2,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Dominican Republic,2017-06
8,32.64,125.19,491.06,15802.7,January,Qtr 1,2017,AMERICAS,United States,Montana,Avocados,Avocado,Peru,2017-01
9,18.75,147.28,87.3,7682.3,September,Qtr 3,2017,AMERICAS,United States,Massachusetts,Oils and Butters,Butter,Peru,2017-09
9,4.51,54.43,261.33,3434.2,February,Qtr 1,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Peru,2017-02
10,0.66,5.81,36.91,366.7,June,Qtr 2,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Peru,2017-06
9,22.27,94,451.73,5931.8,February,Qtr 1,2017,AMERICAS,United States,Illinois,Oils and Butters,Oil,Mexico,2017-02
8,40.35,1154.81,100.2,7672.1,December,Qtr 4,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Peru,2017-12
13,12.18,76.52,243.47,7626,December,Qtr 4,2017,AMERICAS,United States,Arkansas,Oils and Butters,Butter,Peru,2017-12
9,2.55,21.24,73.97,679.6,March,Qtr 1,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Dominican Republic,2017-03
8,71.54,60.33,262.88,7615.3,December,Qtr 4,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Dominican Republic,2017-12
12,51.77,5780.17,481.89,36757.6,August,Qtr 3,2017,AMERICAS,United States,Iowa,Oils and Butters,Oil,Dominican Republic,2017-08
8,0,544.05,1649.49,24606,March,Qtr 1,2017,AMERICAS,United States,Ohio,Oils and Butters,Oil,Mexico,2017-03
26,12.36,18.86,100.05,2345.6,January,Qtr 1,2017,AMERICAS,United States,Nevada,Avocados,Avocado,Peru,2017-01
8,22.46,142.96,86.78,7376.2,October,Qtr 4,2017,AMERICAS,United States,Alabama,Oils and Butters,Butter,Mexico,2017-10
10,13.8,147.93,652.63,7372.3,October,Qtr 4,2017,AMERICAS,United States,Hawaii,Oils and Butters,Oil,Dominican Republic,2017-10
8,58.57,117.59,480.7,7341.8,November,Qtr 4,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Peru,2017-11
5,4.66,14.08,102.41,1239.1,July,Qtr 3,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-07
10,0,116.26,760.89,7337.8,October,Qtr 4,2017,AMERICAS,United States,Louisiana,Oils and Butters,Oil,Dominican Republic,2017-10
10,0,115.23,738.32,7270.8,October,Qtr 4,2017,AMERICAS,United States,Pennsylvania,Avocados,Avocado,Peru,2017-10
4,0.24,4.8,14.57,121.2,February,Qtr 1,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Peru,2017-02
10,0,57.62,221.5,7270.8,October,Qtr 4,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Peru,2017-10
8,23.19,120.26,674.59,7589.8,December,Qtr 4,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Peru,2017-12
8,27.23,1148.66,90.27,7249.7,October,Qtr 4,2017,AMERICAS,United States,Utah,Cosmetics,Skin,Dominican Republic,2017-10
